vg_image_id,topname_predicted,explanation
2408299,airplane,An airplane is visible in the sky.
2387922,airplane,The picture shows an airplane flying in the sky.
2410823,airplane,The picture shows an airplane in the sky.
2395368,airplane,The image shows an airplane in the sky.
2407316,airplane,The picture shows an airplane in the sky.
2411933,airplane,An airplane is visible in the image.
2401294,airplane,An airplane is visible in the sky.
2405174,airplane,There is an airplane visible in the picture.
2388066,airplane,The image shows an airplane in the sky.
2413564,airplane,The picture shows an airplane in the sky.
2388202,airplane,The image shows an airplane in the sky.
2398400,airplane,An airplane is visible in the picture.
2402303,airplane,An airplane is visible in the sky.
2403429,airplane,The picture shows an airplane in the sky.
2413565,airplane,The picture shows an airplane flying in the sky.
2404720,airplane,The image shows an airplane in the sky.
2378563,airplane,There is an airplane visible in the image.
2409063,airplane,An airplane is visible in the sky.
2413908,airplane,An airplane is visible in the sky.
2410753,airplane,The picture clearly shows an airplane in the sky.
2405144,airplane,The picture shows an airplane in the sky.
2409897,airplane,The picture shows an airplane in the sky.
2409879,airplane,"An airplane is visible in the image, appearing to be in flight."
2365266,airplane,An airplane is visible in the image.
2390628,airplane,The picture shows an airplane in the sky.
2401642,airplane,The picture shows an airplane in the sky.
2402800,airplane,"An airplane is visible in the image, flying in the sky."
2381359,airplane,"An airplane is visible in the image, flying in the sky."
2408789,airplane,The image shows an airplane flying in the sky.
2395382,airplane,An airplane is visible in the image.
2392076,airplane,The picture shows an airplane in the sky.
2392572,airplane,The picture shows an airplane flying in the sky.
2401283,airplane,The picture shows an airplane in the sky.
2392775,airplane,The picture shows an airplane in the sky.
2396805,airplane,The picture shows an airplane flying in the sky.
2415193,airplane,The image shows an airplane in the sky.
2395355,airplane,The picture shows an airplane in the sky.
2415294,airplane,The picture shows an airplane flying in the sky.
2388980,airplane,The picture shows an airplane flying in the sky.
2399307,airplane,The image clearly shows an airplane in the sky.
2365501,airplane,"An airplane is visible in the image, flying in the sky."
2387268,airplane,The picture shows an airplane in the sky.
2376140,airplane,The picture shows an airplane flying in the sky.
2411636,airplane,The picture shows an airplane in the sky.
2413706,airplane,The image clearly shows an airplane in the sky.
2410183,airplane,The picture shows an airplane in the sky.
2409363,airplane,The picture shows an airplane in the sky.
2406573,airplane,The picture shows an airplane flying in the sky.
2411368,airplane,"An airplane is visible in the image, flying in the sky."
2402277,airplane,An airplane is visible in the sky.
2385529,airplane,The picture shows an airplane in the sky.
2395716,airplane,There is an airplane visible in the picture.
2384649,airplane,The picture shows an airplane flying in the sky.
2408881,airplane,An airplane is visible in the image.
2372671,airplane,The picture shows an airplane in the sky.
2387144,airplane,The picture shows an airplane in the sky.
2403336,airplane,There is an airplane visible in the image.
2383687,airplane,"An airplane is visible in the picture, flying in the sky."
2413764,airplane,The picture shows an airplane in the sky.
2394049,airplane,An airplane is visible in the sky.
2389499,airplane,The picture shows an airplane flying in the sky.
2408964,airplane,"An airplane is visible in the image, flying in the sky."
2393960,airplane,The picture shows an airplane in the sky.
2413864,airplane,An airplane is visible in the picture.
2374740,airplane,The picture shows an airplane in the sky.
2411743,airplane,The picture shows an airplane flying in the sky.
2407532,airplane,An airplane is visible in the sky.
2404431,airplane,The image shows an airplane flying in the sky.
2413810,airplane,The picture shows an airplane in the sky.
2376322,airplane,There is an airplane visible in the picture.
2391525,airplane,"An airplane is visible in the picture, flying in the sky."
2407607,airplane,An airplane is visible in the sky.
2403106,airplane,The picture shows an airplane in the sky.
2407638,airplane,The picture shows an airplane flying in the sky.
2405612,airplane,"An airplane is visible in the image, flying in the sky."
2407150,airplane,An airplane is visible in the sky.
2372506,airplane,The picture shows an airplane flying in the sky.
2413508,airplane,The picture shows an airplane in the sky.
2412148,airplane,The picture shows an airplane in the sky.
2376394,airplane,The picture shows an airplane in the sky.
2406927,airplane,An airplane is visible in the sky.
2413016,airplane,"An airplane is visible in the image, appearing to be flying in the sky."
2385966,airplane,The picture shows an airplane flying in the sky.
2391882,airplane,The picture shows an airplane in the sky.
2407377,airplane,The picture shows an airplane in the sky.
2407428,airplane,The picture shows an airplane in the sky.
2374914,airplane,"An airplane is visible in the image, likely in flight or preparing for takeoff/landing."
2382353,airplane,"An airplane is visible in the image, flying in the sky."
2382565,airplane,The image clearly shows an airplane flying in the sky.
2389769,airplane,"An airplane is visible in the image, flying in the sky."
2401650,airplane,The picture shows an airplane in the sky.
2376999,airplane,An airplane is visible in the image.
2411448,airplane,The picture shows an airplane in the sky.
2410030,airplane,The picture shows an airplane in the sky.
2364806,airplane,The picture shows an airplane flying in the sky.
2389064,airplane,"An airplane is visible in the image, flying in the sky."
2394785,airplane,The image shows an airplane flying in the sky.
2388867,airplane,The picture shows an airplane flying in the sky.
2398142,airplane,The picture shows an airplane flying in the sky.
2394674,airplane,The picture shows an airplane in the sky.
2414342,airplane,An airplane is visible in the picture.
2397733,airplane,"An airplane is visible in the image, flying in the sky."
2399145,airplane,The picture shows an airplane in the sky.
2403393,airplane,The picture shows an airplane in the sky.
2406135,airplane,The picture shows an airplane in the sky.
2386944,airplane,There is an airplane visible in the image.
2386308,airplane,The picture shows an airplane flying in the sky.
2406423,airplane,The picture shows an airplane in the sky.
2399811,airplane,The image shows an airplane flying in the sky.
2392892,airplane,An airplane is visible in the sky.
2399414,airplane,An airplane is visible in the sky.
2410821,airplane,There is an airplane visible in the picture.
2400019,airplane,The picture shows an airplane in the sky.
2400210,airplane,The picture shows an airplane in the sky.
2390293,airplane,The picture shows an airplane in the sky.
2413552,airplane,The image shows an airplane in the sky.
2388905,airplane,"An airplane is visible in the image, flying in the sky."
2401908,airplane,"An airplane is visible in the image, appearing to be in flight or on a runway."
2404227,airplane,"An airplane is visible in the image, flying in the sky."
2393100,airplane,"An airplane is visible in the image, flying in the sky."
2406713,airplane,The image shows an airplane in the sky.
2402592,airplane,The image shows a plane flying in the sky.
2409313,airplane,The picture shows an airplane in the sky.
2403430,airplane,The picture shows an airplane in the sky.
2413513,airplane,An airplane is visible in the sky.
2404313,airplane,The picture shows an airplane in the sky.
2397212,airplane,The picture shows an airplane in the sky.
2413409,airplane,The picture shows an airplane in the sky.
2390441,airplane,The picture shows an airplane flying in the sky.
2382806,airplane,The picture shows an airplane in the sky.
2397500,airplane,The picture shows an airplane flying in the sky.
2407918,airplane,An airplane is visible in the sky.
2407350,airplane,The picture shows an airplane in the sky.
2388356,airplane,The picture shows an airplane in the sky.
2376586,airplane,"An airplane is visible in the image, flying in the sky."
2398271,airplane,"An airplane is visible in the image, flying in the sky."
2415262,airplane,There is an airplane visible in the image.
2399336,airplane,The picture shows an airplane flying in the sky.
2403595,airplane,"An airplane is visible in the image, flying in the sky."
2375547,airplane,An airplane is visible in the sky.
2412581,airplane,"An airplane is visible in the picture, flying in the sky."
2398130,airplane,The picture shows an airplane in the sky.
2381118,airplane,The picture shows an airplane flying in the sky.
2393900,airplane,The picture shows an airplane flying in the sky.
2409898,airplane,The image shows an airplane flying in the sky.
2366157,airplane,"An airplane is visible in the image, flying in the sky."
2396391,airplane,The picture shows an airplane flying in the sky.
2366249,airplane,An airplane is visible in the sky.
2409264,airplane,"An airplane is visible in the image, flying in the sky."
2412976,airplane,The picture shows an airplane in the sky.
2405438,airplane,"An airplane is visible in the image, flying in the sky."
2392941,airplane,The picture shows an airplane in the sky.
2397389,airplane,An airplane is visible in the sky.
2364972,airplane,"An airplane is visible in the image, flying in the sky."
2398340,airplane,An airplane is visible in the image.
2377714,airplane,There is an airplane visible in the image.
2405083,airplane,The picture shows an airplane in the sky.
2383575,airplane,An airplane is visible in the picture.
2412047,airplane,The picture shows an airplane in the sky.
2384327,airplane,"An airplane is visible in the image, flying in the sky."
2407374,airplane,The picture shows an airplane in the sky.
2388335,airplane,The picture shows an airplane in the sky.
2409240,airplane,An airplane is visible in the sky.
2411727,airplane,"An airplane is visible in the image, appearing to be in flight or on a runway."
2414125,airplane,The picture shows an airplane in the sky.
2404732,airplane,The picture shows an airplane in the sky.
2415041,airplane,An airplane is visible in the sky.
2365595,airplane,The picture shows an airplane in the sky.
2411749,airplane,"An airplane is visible in the image, appearing to be in flight or on a runway."
2408093,airplane,The picture shows an airplane flying in the sky.
2390695,airplane,The picture shows an airplane flying in the sky.
2376233,airplane,The picture shows an airplane in the sky.
2391930,airplane,The picture shows an airplane in the sky.
2402304,airplane,"An airplane is visible in the image, appearing to be in flight or on a runway."
2414605,airplane,The picture shows an airplane flying in the sky.
2403119,airplane,The picture shows an airplane in the sky.
2375786,airplane,The picture shows an airplane flying in the sky.
2403978,airplane,There is an airplane visible in the image.
2365434,airplane,The picture shows an airplane flying in the sky.
2402351,airplane,The image shows an airplane in the sky.
2390454,airplane,An airplane is visible in the sky.
2407234,airplane,The picture shows an airplane flying in the sky.
2405655,airplane,The picture shows an airplane flying in the sky.
2388608,airplane,The picture shows an airplane in the sky.
2390362,airplane,The picture shows an airplane in the sky.
2407460,airplane,"An airplane is visible in the image, flying in the sky."
2404708,airplane,The picture shows an airplane flying in the sky.
2412750,airplane,An airplane is visible in the sky.
2411975,airplane,The picture shows an airplane flying in the sky.
2390820,airplane,The image shows an airplane in the sky.
2364086,airplane,An airplane is visible in the sky.
2402432,airplane,The picture shows an airplane in the sky.
2395559,airplane,The picture shows an airplane in the sky.
2407308,airplane,An airplane is visible in the sky.
2396540,airplane,The picture shows an airplane in the sky.
2387790,airplane,The image shows an airplane in the sky.
2404332,airplane,The picture shows an airplane in the sky.
2384830,airplane,The picture shows an airplane flying in the sky.
2407299,airplane,There is an airplane visible in the image.
2414827,airplane,The picture shows an airplane in the sky.
2405805,airplane,An airplane is visible in the sky.
2390099,airplane,The image clearly shows an airplane in the sky.
2377446,airplane,The image shows an airplane flying in the sky.
2390605,airplane,The picture shows an airplane in the sky.
2400651,airplane,The picture shows an airplane in the sky.
2402766,airplane,The picture shows an airplane in the sky.
2404158,airplane,The image shows an airplane in the sky.
2386183,airplane,An airplane is visible in the sky.
2414611,airplane,The picture shows an airplane flying in the sky.
2391964,airplane,"An airplane is visible in the image, flying in the sky."
2397652,airplane,The picture shows an airplane in the sky.
2405561,airplane,The picture shows an airplane in the sky.
2392440,airplane,An airplane is visible in the sky.
2374644,airplane,The picture shows an airplane flying in the sky.
2372331,airplane,An airplane is visible in the image.
2408841,airplane,The image shows an airplane in the sky.
2406361,airplane,The picture shows an airplane in the sky.
2402031,airplane,An airplane is visible in the sky.
2415274,airplane,The picture shows an airplane in the sky.
2394331,airplane,The image shows an airplane in the sky.
2383812,airplane,The picture shows an airplane in the sky.
2396170,airplane,There is an airplane visible in the picture.
2407301,airplane,An airplane is visible in the sky.
2407360,airplane,An airplane is visible in the sky.
2409273,airplane,"An airplane is visible in the image, flying in the sky."
2414774,airplane,The picture shows an airplane flying in the sky.
2395261,airplane,The picture shows an airplane in the sky.
2386963,airplane,"An airplane is visible in the image, appearing to be in flight."
2387660,airplane,"An airplane is visible in the image, flying in the sky."
2372173,airplane,The image shows a plane in the sky.
2415085,airplane,"An airplane is visible in the image, flying in the sky."
2372980,airplane,The picture shows an airplane in the sky.
2408534,airplane,The picture shows an airplane in the sky.
2393931,airplane,The picture shows an airplane in the sky.
2371594,airplane,An airplane is visible in the image.
2400242,airplane,There is an airplane visible in the image.
2403827,airplane,The picture shows an airplane in the sky.
2393179,airplane,The picture shows an airplane in the sky.
2404350,airplane,The picture shows an airplane flying in the sky.
2407656,airplane,The image shows a plane in the sky.
2402353,airplane,The image shows an airplane flying in the sky.
